text_id,gold_label,GLAD_label,GLADconf0,GLADconf1,GLADconf2
0,2,2,1.4136064984e-05,5.81145069216e-06,0.999980052484
1,1,2,0.0551916430706,0.462628930933,0.482179425997
2,1,1,5.99068442336e-128,1.0,4.75433345211e-129
3,0,0,0.731154326178,0.062889394942,0.20595627888
4,2,0,0.844481261694,0.017444872373,0.138073865933
5,1,1,3.67403340065e-54,1.0,3.67403340065e-54
6,2,2,0.00111747028052,0.000508355727904,0.998374173992
7,2,2,5.14842228697e-19,9.97203553072e-19,1.0
8,1,2,0.0220985216668,0.168939127616,0.808962350717
9,2,2,0.00115086424045,0.000268262810928,0.998580872949
10,2,0,0.995724515641,0.00117522898974,0.00310025536957
11,2,2,0.121130899006,0.0386830926748,0.840186008319
12,2,2,6.9774985443e-84,1.83591986882e-88,1.0
13,2,2,1.92250905718e-15,6.97224118851e-16,1.0
14,2,2,0.197792501624,0.34489211902,0.457315379356
15,1,1,1.36978053838e-05,0.999963157609,2.31445851761e-05
16,2,2,3.84701986923e-189,1.09172887849e-192,1.0
17,2,2,2.01781452196e-22,1.37683498106e-22,1.0
18,2,0,0.599735191013,0.108054563643,0.292210245344
19,0,0,1.0,6.86798868443e-195,6.86798868443e-195
20,1,2,0.0483060089236,0.262861231086,0.68883275999
21,1,1,1.27663007887e-15,1.0,1.27663007887e-15
22,2,2,0.0249589649539,0.195956960737,0.779084074309
23,1,1,0.195159203326,0.411148392099,0.393692404574
24,2,2,1.44631314977e-22,1.44631314977e-22,1.0
25,1,2,4.11202911707e-13,1.31853182799e-13,0.999999999999
26,2,2,0.183919666932,0.279415247992,0.536665085076
27,0,0,1.0,3.14431590668e-183,4.73315661992e-181
28,1,1,3.90080280729e-53,1.0,3.90080280729e-53
29,1,1,2.29045379101e-46,1.0,2.29045379101e-46
30,1,1,1.65949709974e-177,1.0,9.07208234632e-184
31,0,0,1.0,4.53685907652e-90,9.12652062575e-89
32,1,1,5.86553284756e-06,0.999971748648,2.23858196089e-05
33,1,1,0.0361982027029,0.794167492198,0.169634305099
34,2,2,2.27066955325e-22,3.26709524146e-23,1.0
35,2,0,0.463245408514,0.134800137906,0.40195445358
36,2,2,8.68347962997e-34,8.68347962997e-34,1.0
37,0,0,1.0,8.38459258439e-86,1.77665795862e-84
38,1,1,1.71411707788e-07,0.999999657177,1.71411707788e-07
39,2,2,7.46964263784e-259,7.59783930464e-264,1.0
40,1,2,0.0359979870703,0.210085801136,0.753916211794
41,2,2,4.45570704011e-128,2.22888364558e-129,1.0
42,2,2,2.74494249796e-14,2.74494249796e-14,1.0
43,1,2,9.12652062575e-89,4.53685907652e-90,1.0
44,2,2,2.11282390395e-109,1.0523473589e-110,1.0
45,1,1,8.20611393174e-10,0.999999997203,1.97683211764e-09
46,1,1,6.84720551205e-16,1.0,6.84720551205e-16
47,2,2,2.33907252149e-12,8.29719027298e-12,0.999999999989
